region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Qatar,Accessories,63.24,0.03,3.63,89.77,1.22,73.76,54,79.54,6.6,23019.68,716,53.08,45281.14,7272.52,0.1606,6573,0.88137464
UAE,Apparel,131.57,0.11,4.43,84.75,0.73,147.17,43,80.55,13.7,46843.37,367,88.09,48287.24,15956.43,0.3304,1771,
Bahrain,Shoes,129.83,0.2,,90.24,0.94,113.83,44,66.92,,24193.86,364,86.47,47257.61,15780.89,0.3339,,0.139807992
Kuwait,Accessories,66.06,0.32,4.16,88.96,0.73,63.8,6,60.41,4.9,7588.59,548,55.36,36202.32,5866.49,0.162,9089,
Oman,Apparel,107.04,0.09,4.53,66.51,0.8,110.76,49,92.15,12.1,48548.64,378,72.14,40462.65,13194.05,0.3261,,0.012371924
Qatar,Shoes,242.57,0.44,4.69,39.73,1.13,293.13,46,88.65,11.5,39093.19,369,162.16,89508.39,29672.88,0.3315,6603,0.750945203
Kuwait,Apparel,40.84,0.36,,34.78,1.22,44.47,22,92.91,9.6,13374.65,601,28.9,24543.46,7172.97,0.2923,,0.250075529
Oman,Apparel,124.79,0.2,4.26,92.7,1.03,110.23,66,68.4,11.8,28365.16,469,77.36,58528.49,22246.73,0.3801,,
Bahrain,Shoes,220.94,0.21,3.61,49.37,0.94,188.6,55,66.53,,35725.26,288,124.14,63630.64,27877.04,0.4381,6861,
UAE,Apparel,39.03,0.07,4.25,79.24,0.83,46.13,8,90.08,3.6,34831.86,505,25.86,19710.39,6648.76,0.3373,9394,
Saudi Arabia,Apparel,61.93,0.04,7.171150595,50.57,1.14,52.57,18,90.9,12.5,30135.54,466,44.33,28861.57,8203.08,0.2842,,0.699813049
Bahrain,Shoes,245.24,0.35,3.68,63.59,1,262.75,55,75.61,13.2,19678.4,259,146.32,63517.44,25620.31,0.4034,,
Saudi Arabia,Shoes,168.66,0.17,3.67,46.76,1.15,169.65,34,77.16,7.7,8285.87,311,110.12,52453.46,18205.23,0.3471,3064,0.0674374
Kuwait,Shoes,150.57,0.4,4.7,26.49,0.77,135.69,47,65.34,2.4,11208.06,314,83.97,47280.25,20912.97,0.4423,4598,
UAE,Accessories,89.03,0.26,3.5,73.14,0.89,108.15,30,73.66,4.3,34849.45,593,70.51,52793.8,10982.85,0.208,4058,
Saudi Arabia,Accessories,54.18,0.17,4.03,40.05,1.23,59.58,23,62.22,4.5,19915.36,696,41.95,37706.21,8505.78,0.2256,8907,0.956991246
Kuwait,Apparel,41.77,0.04,,95.68,0.96,44.33,37,73.24,4.9,31021.28,517,26.66,21595.95,7812.87,0.3618,3015,
Bahrain,Apparel,66.58,0.32,3.26,51.47,1.05,72.44,30,72.21,,22055.97,504,42.08,33556.67,12347.65,0.368,,
Oman,Shoes,99.57,0.16,,49.13,0.98,75.43,15,83.18,1,48634.25,342,59.65,34052.73,13652.3,0.4009,6869,0.922772324
Bahrain,Shoes,170.9,0.07,4.72,24.15,0.96,186.25,23,81.41,6.8,36408.04,306,102.9,52296.79,20809.66,0.3979,7965,0.208568464
Bahrain,Shoes,151.27,0.12,4.18,55.25,1.09,160.41,53,,10.9,46788.53,387,89.25,58543.41,24002,0.41,,
Bahrain,Apparel,103.05,0.23,4.57,31.59,1.08,97.32,22,94.65,3.8,46231.72,428,72.19,44107.51,13208.46,0.2995,3549,
Saudi Arabia,Apparel,132.76,0.09,3.82,40.81,1.06,158.04,62,80.69,9.9,29229.73,473,89.73,62795.03,20353.38,0.3241,1905,
Saudi Arabia,Accessories,535.4278109,0.33,4.08,63.88,0.92,73.23,20,83.99,2.1,2914.18,7137,61.03,39728.5,6225.48,0.1567,,0.889079708
Saudi Arabia,Shoes,241.71,0.23,,25.83,0.83,211.75,53,65.53,4.7,6920.36,343,164.18,82905.06,26591.75,0.3207,4842,
Bahrain,Accessories,38.57,0.21,4.13,89.55,1.07,43.24,46,62.27,2.3,22403.69,630,28.51,24296.35,6336.89,0.2608,1780,0.076426382
Oman,Shoes,109.89,0.25,4.92,41.16,0.77,83.67,67,68.77,9.3,34057.36,394,76.1,43297.37,13313.04,0.3075,,
Saudi Arabia,Accessories,59.77,0.4,4.18,42.71,0.96,45.87,58,,7.9,36163.9,579,49.31,34605.43,6053.23,0.1749,8812,
Saudi Arabia,Accessories,33.86,0.27,3.99,88.72,1.04,41.62,24,94.45,1.2,18494.04,691,28.5,23396.95,3701.73,0.1582,6818,0.344208642
Saudi Arabia,Apparel,119.35,0.22,4.94,48.57,0.84,125.85,6,92.78,2.1,41269.89,397,84.33,47383.77,13905.9,0.2935,,
Qatar,Shoes,238.73,0.37,3.52,51.94,1.28,234.69,29,66.5,4.7,4535.22,316,159.48,75437.13,25040.19,0.3319,5782,0.960489091
UAE,Accessories,23.51,0.16,4.98,34.01,1.23,26.8,19,64.5,1.3,37166.64,699,18.94,16436.16,3194.2,0.1943,,
UAE,Apparel,97.51,0.48,3.29,39.72,0.99,,35,93.71,12.1,33773.27,507,62.01,49439.31,17999.47,0.3641,9062,
Saudi Arabia,Accessories,11.77,0.07,3.33,37.45,0.97,14.7,14,80.87,,19556.48,494,9.96,5813.74,894.11,0.1538,,0.724313967
UAE,Apparel,99.58,0.36,4.23,44.38,1.09,100.82,17,83.38,3.1,33978.48,544,60.14,54173.14,21459.57,0.3961,,0.331343257
UAE,Accessories,75.75,0.25,3.6,28.39,1.03,85.18,16,89.99,7.8,43877.8,522,62.88,39540.55,6715.33,0.1698,8315,
Kuwait,Accessories,72.87,0.48,,76.44,1.2,78.87,25,96.28,1.8,5400.88,653,53.73,47583,12495.07,0.2626,9332,0.073356582
UAE,Accessories,79.34,0.16,3.3,77.64,0.74,60.18,64,78.19,9.9,41317.08,583,63.8,46256.29,9061.19,0.1959,8189,0.113343618
Bahrain,Shoes,244.98,0.39,3.78,78.85,1.06,241.84,67,75.35,9.8,46198.45,296,166.04,72514.93,23366.24,0.3222,,0.081033538
Oman,Accessories,24.54,0.13,4.18,48.32,1.15,26.16,30,66.12,3.3,37350.59,576,18.28,14137.13,3606.36,0.2551,,0.298042322
Saudi Arabia,Shoes,147.43,0.37,3.18,41.23,0.91,174.82,65,80.29,4.3,6858.69,355,90.23,52336.41,20303.96,0.388,,0.379385486
Oman,Apparel,117.64,0.18,3.66,64.35,0.96,132.84,9,,,41918.82,334,78.64,39291.88,13027.72,0.3316,6860,0.424251309
Bahrain,Apparel,104.91,0.15,4.7,28.44,1.23,,35,94.71,12.4,14306.84,462,65.25,48469.12,18321.34,0.378,4073,0.383077684
UAE,Shoes,210.72,0.22,3.5,65.31,1.24,233.67,12,63.89,,25052.46,281,117.36,59212.12,26234.4,0.4431,3748,0.06746955
Oman,Apparel,61.43,0.17,3.51,41.44,0.87,51.12,8,67.98,6,31923.48,291,42.8,17875.62,5420.58,0.3032,,0.502797458
UAE,Apparel,28.56,0.47,,34.32,0.71,32.81,17,97.64,5.3,13583.59,461,20.26,13166.64,3827.13,0.2907,,0.421685512
Oman,Shoes,162.53,0.16,4.49,80.32,1.18,160.61,10,68.7,3,12476.49,365,89.5,59323.3,26656.68,0.4493,,
Bahrain,Apparel,40.43,0.04,4.78,79.8,0.95,33.78,18,97.42,,20284.19,508,28.63,20536.66,5993.78,0.2919,,0.67498707
Kuwait,Accessories,63.81,0.46,,72.79,0.8,73.75,46,64.24,9.1,15451.86,601,53.72,38349.11,6064.56,0.1581,167,
Saudi Arabia,Apparel,110.39,0.05,4.92,61.92,0.78,108.3,66,74.7,7.2,4480.84,500,76.18,55194.54,17102.68,0.3099,,
Kuwait,Apparel,108.61,0.42,4.11,43.26,0.96,110.27,19,83.12,6.7,19305.66,423,80.2,45941.32,12015.26,0.2615,,0.201039802
Qatar,Apparel,91.36,0.32,4.75,99.22,1.03,,15,96.68,5.4,10224.89,556,58.12,50796.73,18479.62,0.3638,,
Saudi Arabia,Shoes,120.34,0.34,3.4,89.7,1.23,121.03,42,63.42,13.7,31329.35,440,79.75,52949.53,17861.68,0.3373,,
UAE,Apparel,105.16,0.17,3.83,82.1,1.07,92.41,22,91.09,9.9,28285.45,559,70.11,58785.11,19591.96,0.3333,,
Saudi Arabia,Apparel,129.28,0.13,3.14,73.47,1.12,122.03,30,,2.7,12459.02,439,95.95,56754.03,14629.99,0.2578,8106,
Bahrain,Apparel,46.63,0.07,3.4,93.18,0.79,40.12,44,75.08,3.2,22634.58,495,34.96,23084,5779.76,0.2504,,0.384102215
Kuwait,Accessories,26.03,0.37,4.08,58.15,0.89,25.37,57,85.43,2.2,43373.17,672,18.41,17491.75,5122.96,0.2929,,
UAE,Shoes,168.03,0.4,,30.38,1.27,,27,70.42,11.2,36278.39,344,99.79,57802.28,23475.3,0.4061,,
Oman,Accessories,71.89,0.12,4.73,28,1.03,70.99,59,,,3258.9,519,56.87,37310.44,7793.56,0.2089,4563,
UAE,Apparel,68.61,0.11,4.12,54.88,1.28,62.46,-67,66.17,4,43539.11,648,42.95,44459.58,16630.35,0.3741,,0.90370799
Qatar,Shoes,166.68,0.05,3.69,79.33,1.24,177.66,16,,4.7,25941.4,340,103.56,56671.18,21461.27,0.3787,,
Bahrain,Apparel,112.87,1.333894765,3.68,36.89,1.2,139.35,28,65.42,12.2,49488.73,352,82.37,39730.57,10737.31,0.2703,9082,0.728711688
UAE,Shoes,122.45,0.02,3.17,74.86,1.02,141.22,59,87.46,,22834.19,335,72.73,41021.01,16657.84,0.4061,,0.898823165
Oman,Shoes,131.22,0.26,7.171150595,62.03,0.98,,25,90.93,,23687.53,299,88.61,39234.4,12739.55,0.3247,5249,0.031890433
Kuwait,Shoes,80.88,0.12,4.33,91.88,1.3,84.21,29,74.01,1.6,44957.43,440,51.53,35587.1,12912.3,0.3628,974,0.244450811
Kuwait,Apparel,70.49,0.3,4.19,85.32,1.08,57.54,5,73.49,9.1,43158.23,503,50.53,35456.08,10039.16,0.2831,2786,
UAE,Apparel,94.67,0.3,4.35,62.84,1.04,,43,91.43,1.1,16008.39,634,68.63,60018.21,16505.66,0.275,5955,0.198566048
Bahrain,Apparel,67.68,0.33,4.66,90.94,1.02,74.3,64,,4.9,23663.29,599,48.79,40541.14,11315.29,0.2791,,0.945791449
Saudi Arabia,Shoes,1049.178083,0.06,3.1,56.16,0.91,139.83,12,76.76,9.1,5421.39,3445,82.32,37579.08,15763.49,0.4195,,0.915628399
UAE,Apparel,28.81,0.27,,80.24,1.21,,7,85.2,2.6,26908,620,20.41,17864.07,5208.95,0.2916,6893,
UAE,Shoes,142.48,0.3,3.63,81.48,0.76,111.27,6,80.57,4.3,22258.57,317,86.23,45164.58,17830.39,0.3948,,
UAE,Accessories,67.49,0.26,4.03,24,0.72,75.89,45,68.94,5.3,39890.72,469,55.81,31653.38,5478.93,0.1731,,0.461700623
Qatar,Accessories,14.06,0.42,3.42,36.1,1.29,11.42,45,,5.2,12074.39,745,11.44,10471.77,1949.35,0.1862,4219,
Oman,Apparel,40.26,0.38,4.1,48.27,1.25,50.08,57,72.01,,31341.12,584,28.61,23508.94,6803.38,0.2894,8854,
Bahrain,Apparel,68.63,0.15,3.54,76.52,1.04,59.05,55,71.98,3.3,9413.26,501,43.38,34386.12,12655.1,0.368,,
Saudi Arabia,Accessories,46.26,0.37,4.4,78.67,0.89,51.3,28,63.68,5.2,35525.64,612,38.83,28310.87,4544.22,0.1605,,0.757568673
Oman,Accessories,58.04,0.47,3.57,69.65,0.87,,52,87.4,3.5,11670.02,599,43.2,34766.74,8891.93,0.2558,,0.311451656
UAE,Accessories,30.44,0.21,3.7,69.08,1.21,29.67,69,95.2,5.1,40566.67,762,21.55,23192.22,6769.96,0.2919,,0.944062334
UAE,Accessories,27.56,0.08,4.2,68.88,0.96,25.41,30,93.23,3.1,36726.25,656,19.57,18082.54,5246.45,0.2901,,0.863118303
Bahrain,Apparel,76.23,0.4,3.26,81.63,1.24,71.66,24,69.57,9.1,8981.93,528,53.36,40252.03,12078.03,0.3001,,0.839487738
Qatar,Apparel,75.24,0,3.91,65.25,1.25,74.08,9,70.18,7.6,14701.18,523,55.53,39350.99,10310.28,0.262,,0.18011944
Qatar,Apparel,127.54,0.21,3.49,49.63,1.26,,29,71.87,6.4,3854.69,530,80.7,67596.39,24822.84,0.3672,,
Bahrain,Shoes,100.78,0.39,3.57,69.3,1.27,86.59,34,71.49,6.8,42282.58,375,66.28,37793.8,12939.78,0.3424,,0.45453998
Oman,Shoes,120.82,0.38,4.73,27.68,0.97,93.66,44,70.91,8.9,2722.37,323,71.26,39025.75,16008.16,0.4102,4391,
Oman,Accessories,75.29,0.04,4.24,98.02,0.96,87.75,19,76.17,,45408.81,509,61.84,38320.26,6845.53,0.1786,,
Kuwait,Accessories,44.42,0.29,3.21,32.45,0.83,45.18,49,62.4,2.4,16065.22,527,31.7,23409.92,6702.29,0.2863,,
Oman,Accessories,88.2,0.19,4.31,99.35,1.2,85.71,24,79.23,1.5,12813.57,604,73.83,53275.55,8683.17,0.163,,
Kuwait,Apparel,92.48,0.3,4.21,56.6,0.98,80.07,23,71.45,11.8,15710.32,458,63.59,42354.12,13231.03,0.3124,,0.86794724
Qatar,Shoes,89.21,0.47,4.29,59.38,1.12,,25,88.08,10.8,14139.11,495,52.2,44159.49,18321.96,0.4149,6817,
Bahrain,Apparel,48.5,0.26,4.44,21.15,0.96,49.56,6,90.74,,19986.15,410,31.11,19883.88,7128.6,0.3585,6843,0.502913071
Kuwait,Shoes,197.2,0.27,4.12,31.3,0.81,155.1,12,89.01,6.9,43799.37,279,123.97,55019.4,20432.34,0.3714,,
Saudi Arabia,Accessories,12.84,0.31,4.57,97.89,1.08,14.12,31,,9.7,3692.86,725,10.87,9307.71,1425.49,0.1532,,
UAE,Shoes,93.1,0.15,4.61,28.76,1.2,71.79,48,69.87,4.5,38991.56,485,51.25,45151.26,20294.44,0.4495,,
Oman,Shoes,175.12,0.33,4.78,60.02,0.94,170.11,63,80.9,,3376.3,388,112.63,67946.3,24244.47,0.3568,,
Saudi Arabia,Apparel,-138.46,0.31,3.68,37.45,0.82,146.27,34,71.2,7,30335.83,393,100.64,54416.62,14866.03,0.2732,,
Bahrain,Apparel,53.1,0.36,3.2,37.18,0.89,64.54,28,76.15,9,35307.95,462,35.68,24532.86,8048.31,0.3281,,
Qatar,Shoes,168.88,0.26,3.62,71.92,0.89,188.83,49,62.76,10.2,36716.95,318,102.66,53703.7,21058.59,0.3921,,0.121957838
Oman,Accessories,15.99,0.14,4.83,89.12,1.01,19.23,45,79.95,,12217.09,647,13.26,10346.54,1764.24,0.1705,,0.641009677
Bahrain,Shoes,225.48,0.2,4.34,54.06,1.15,254.26,58,86.77,13.6,10310.25,336,149.47,75760.32,25537.14,0.3371,,0.122645012
Oman,Apparel,83.35,0.15,,85.72,1.24,98.15,34,,1.1,14556.07,506,51.78,42176.72,15975.39,0.3788,5096,
Bahrain,Apparel,127.88,0.2,4.82,30.79,0.82,126,7,94.42,5.9,28739.57,368,81.64,47060.74,17016.59,0.3616,,
Saudi Arabia,Accessories,46.11,0.15,4.89,77.36,1.14,54.03,58,69.93,5.2,40984.21,714,33.76,32925.3,8821.93,0.2679,,0.827508742
Saudi Arabia,Accessories,53.74,0.33,4.03,43.56,0.9,,68,76.2,6.7,11345.9,606,41.96,32565.25,7138.99,0.2192,,
Kuwait,Shoes,177.67,0.07,3.17,90.97,1.04,,36,66.27,9.4,3736.42,289,102.76,51345.34,21647.5,0.4216,,
Kuwait,Shoes,220.47,0.04,4.24,23.42,1.24,189.48,69,98.07,3.9,14568.42,221,133.26,48724.47,19274.86,0.3956,,0.600263468
UAE,Shoes,180.79,0.04,3.85,97.92,0.96,221.41,13,86.28,11.4,22193.31,400,109.52,72317.88,28508.54,0.3942,,
Saudi Arabia,Shoes,152.54,0.11,4.72,22.03,0.92,165.07,32,96.04,6.2,26202.17,319,87.23,48659.82,20834.37,0.4282,4623,0.400630327
Bahrain,Shoes,165.85,0.23,4,27.33,0.97,,50,92.37,13.5,28314,301,104.03,49920.19,18607.51,0.3727,7883,0.660561479
Bahrain,Shoes,153,0.22,4.61,56.54,0.72,138.82,17,74.89,1.8,20230.01,240,98.98,36720.12,12964.89,0.3531,,
Oman,Shoes,122.68,0.35,3.57,43.52,0.85,111.67,27,89.28,9.3,23386.76,330,74.01,40485.22,16063.37,0.3968,,0.293768912
Oman,Accessories,24.74,0.32,3.06,36.66,0.94,21.69,43,,13.7,8768.33,563,20.06,13926.23,2633.8,0.1891,8701,0.481767252
Oman,Accessories,65.03,0.32,,39.33,0.84,65.25,39,84.4,12.4,30568.44,504,51.48,32775.35,6831.85,0.2084,,0.962389692
Bahrain,Accessories,81.53,0.37,3.86,92.9,1.21,94.48,14,92.12,5.8,29605.17,613,60.85,49974.89,12673.37,0.2536,,
Qatar,Shoes,74.16,0.3,3.97,38.53,0.99,72.98,13,84.5,3,37023.57,398,48,29516.3,10414.13,0.3528,,0.987336243
Saudi Arabia,Apparel,47.44,0.27,3.14,91.94,0.98,41.32,30,75.5,2.9,17675.51,485,30.03,23010.57,8446.21,0.3671,,
Qatar,Shoes,214.92,0.48,4.84,76.62,1,171.91,18,69.46,2,43240.36,393,125.58,84461.75,35110.08,0.4157,,0.602718977
Kuwait,Accessories,20.59,0.38,4.66,95.12,1.28,20.98,36,,12.8,4795.08,741,16.6,15258.29,2959.89,0.194,194,0.173885314
Qatar,Accessories,30.13,0.47,3.83,78.07,1.08,28.24,15,86.53,2.8,44851.75,666,22.16,20066.06,5307.31,0.2645,,
Oman,Shoes,150.7,0.36,4.49,80.53,1,129.81,20,72.93,6.2,46798.81,340,88.88,51238.27,21018.12,0.4102,,
Oman,Apparel,113.17,0.03,4.53,42.36,1.14,109.69,60,67.18,13.1,7348.79,478,73.53,54096.83,18950.05,0.3503,,0.116334596
Qatar,Accessories,32.82,0.03,3.72,23,0.97,40.52,60,63.49,8.6,5004.09,589,23.3,19328.58,5604.15,0.2899,,0.516919623
Oman,Shoes,192.95,0.42,3.12,62.48,1.29,190.88,18,69.15,6.4,22434.28,287,110.49,55376.27,23665.54,0.4274,,
Saudi Arabia,Shoes,150.24,0.13,,68.75,0.87,165.83,5,75.04,2.2,37422.66,267,103.75,40115.1,12412.65,0.3094,,0.737740473
Kuwait,Shoes,240.06,0.29,3.8,54.94,0.83,262.21,20,98.17,13.8,16150.51,131,146.84,31448.39,12211.72,0.3883,,
Qatar,Accessories,39.71,0.17,3.14,25.06,1.21,46.52,7,62.26,,42264.83,604,28.1,23982.49,7011.95,0.2924,,0.837402639
Kuwait,Apparel,99.75,0.46,3.24,46.75,0.96,85.13,28,94.88,9.1,8573.42,394,70.38,39300.83,11569.24,0.2944,871,
Kuwait,Apparel,85.71,0.17,4.17,79.92,1.19,99.14,21,92.24,10.6,4593.19,570,58.68,48852.94,15406.97,0.3154,6171,0.885490411
Oman,Apparel,96.88,0.46,4.97,58.11,0.75,118.8,46,86.11,3.8,29083.55,418,72.25,40497.13,10298.62,0.2543,,
Bahrain,Accessories,88.48,0.14,3.83,56.88,1.06,73.6,17,63.1,3.9,35159.86,523,65.24,46277.48,12154.8,0.2627,,0.976501778
Kuwait,Apparel,110.98,0.41,3.72,34.99,1.06,89.9,11,81.27,4.2,16983.59,406,74.33,45059.13,14882.87,0.3303,,0.722558245
Saudi Arabia,Shoes,123.33,1.333894765,4.07,70.63,0.74,107.54,29,73.49,9.3,39248.51,340,70.54,41931.02,17948.64,0.4281,,
Oman,Apparel,95.35,0.09,4.38,80.38,1.22,111.34,42,,9.3,28407.38,486,63.81,46339.27,15328.28,0.3308,,
Kuwait,Apparel,55.92,0.34,3.97,37.13,0.97,56.75,50,60.86,6.8,34731.59,504,41.61,28185.79,7215.59,0.256,,
Saudi Arabia,Accessories,66.44,0.47,3.82,30.09,1.04,62.24,40,86.62,9.1,26920.93,601,46.57,39927.46,11939.06,0.299,,0.873384028
Bahrain,Accessories,86.07,0.07,4.92,86.87,1.12,98.45,46,69.1,8.2,18417.33,622,64.3,53534.52,13541.37,0.2529,,0.884025223
Oman,Shoes,77.47,0.36,4.14,48.99,0.81,85.35,41,95.69,,45255.42,361,50.18,27966.48,9850.91,0.3522,,0.468380038
Saudi Arabia,Shoes,164.56,0.05,,24.29,1.01,193.56,45,63.31,8.4,45669.72,321,111.18,52825.24,17137.53,0.3244,,
UAE,Accessories,89.96,0.06,3.9,33.52,0.92,,60,60.9,10.9,22284.67,501,74.47,45069.17,7759.1,0.1722,,
Saudi Arabia,Accessories,86.35,0.11,4.41,24.17,0.89,86.93,41,64.18,3.6,39342.72,455,63.86,39288.41,10232.43,0.2604,,
UAE,Apparel,36.05,0.34,4.51,68.58,1.26,31.41,61,61.02,,10731.76,737,26.3,26572.42,7190.7,0.2706,6089,0.328158159
Bahrain,Accessories,57.15,0.14,,44.02,0.95,64.67,65,96.33,12,24122.72,517,43.87,29544.62,6863.19,0.2323,,0.357063912
Oman,Apparel,70.15,0.24,4.84,87.46,1.26,64.25,34,68.17,3,47763.71,586,51.97,41107.8,10651.72,0.2591,8727,
Qatar,Apparel,594.0237521,0.39,4.05,60.89,0.78,93.73,59,,6.3,19218.29,7332,54.51,45282.39,14541.25,0.3211,,
UAE,Apparel,117.71,0.35,3.47,27.93,0.77,125.16,43,67.71,4.5,44487.23,411,71.66,48378.21,18925.74,0.3912,,
Kuwait,Apparel,80.53,0.07,3.7,67.39,0.95,92.66,54,67.56,6.1,6895.83,410,59.98,33017.17,8423.46,0.2551,3026,0.535441604
Qatar,Apparel,78.82,0.5,3.75,30.7,1.2,64.2,25,63.64,2.7,35515.92,596,49.58,46975.12,17426.41,0.371,8325,
Bahrain,Shoes,215.34,0.2,4.37,76.7,0.97,194.35,39,95.22,10,19912.18,321,135.81,69124.05,25527.91,0.3693,6593,
Qatar,Accessories,61.85,1.333894765,4.66,79.06,0.9,54.73,66,66.86,8.5,36537.32,749,51.68,46327.53,7621,0.1645,8815,0.590981901
Kuwait,Apparel,59.85,0.12,3.35,35.2,0.94,68.25,7,78.22,3.5,27661.03,342,42.07,20468.22,6079.91,0.297,,
Oman,Accessories,42.73,0.47,4.31,34.38,0.84,37.34,19,62.63,5.3,44375.54,492,29.91,21021.21,6306.15,0.3,,0.033836584
UAE,Apparel,59.82,0.23,3.42,96.47,1.17,70.97,55,91.42,6,47866.35,657,44.5,39300,10066.12,0.2561,3462,
Kuwait,Apparel,31.05,0.47,3.31,36.17,0.93,38.54,25,95.99,5.7,48905.37,469,20.37,14563.26,5009.79,0.344,,0.504585898
Qatar,Apparel,105.89,0.34,4.96,88.38,1.25,84.44,42,,9.7,37314.75,726,68.24,76873.49,27333.05,0.3556,,
Saudi Arabia,Accessories,25.48,0.44,,28.66,1.27,23.05,53,74.42,,49952.84,715,19.66,18221.64,4164.78,0.2286,,0.538736026
Oman,Accessories,13.09,0.48,,94.04,1.22,13.49,32,90.05,,49862.84,738,10.21,9656.95,2125.22,0.2201,6306,0.193755347
Kuwait,Accessories,18.56,0.21,4.77,94.19,0.8,20.89,26,84.67,,22357.9,583,13.19,10820.44,3130.06,0.2893,,0.737073455
Bahrain,Accessories,20.59,0.31,4.04,28.88,1.18,19.18,41,98.45,7.9,18859.38,643,17.29,13241.46,2126.77,0.1606,,
Kuwait,Accessories,65.94,0.49,3.64,88.52,0.86,75.5,63,64.07,9.4,24576.68,612,55.32,40356.31,6502.82,0.1611,5986,
Saudi Arabia,Shoes,220.08,0.1,4.32,49.76,1.14,233.68,41,76.66,7.4,22491.95,335,145.21,73726.2,25081.79,0.3402,,0.713563346
Oman,Apparel,35.08,0.41,4.84,82.75,1.2,39.99,62,81.32,5.5,25111.6,674,24.13,23641.88,7378.05,0.3121,,0.379255998
Qatar,Shoes,211.09,0.3,4.68,59.41,1,253.39,69,91.64,10.1,43773.1,465,122.25,98159.05,41310.76,0.4209,,0.212469914
Qatar,Apparel,453.4526811,1.333894765,3.5,33.45,1.17,73.17,50,90.35,6.4,26583.98,6591,43.22,31074.39,9160.47,0.2948,,
UAE,Shoes,146.82,0.24,4.64,44.83,0.91,125.05,17,70.45,6.4,45952.58,299,91.85,43899.74,16435.54,0.3744,,
Oman,Accessories,76.06,0.3,,62.31,1.08,69.86,24,99.6,1.7,26539.31,599,61.48,45560.05,8734.5,0.1917,223,
Oman,Shoes,209.6,0.43,4.66,59.91,1.16,230.01,62,61.88,3.5,46719,342,123.38,71684.81,29490.41,0.4114,3784,
UAE,Apparel,47.63,0.26,4.36,38.39,1.02,54.59,34,73.5,4.1,6601.22,533,32.9,25385.88,7851.62,0.3093,,
Qatar,Accessories,43.44,0.19,4.91,65.56,1.28,48.2,36,63.46,6.8,23330.67,776,32.47,33708.49,8513.22,0.2526,9440,
Bahrain,Apparel,59.6,0.29,3.65,59.79,1.11,66.88,45,72.82,2.4,41691.07,539,43.36,32123.08,8752.11,0.2725,,0.551122268
Saudi Arabia,Apparel,62.4,0.14,4.15,77.64,1.01,67.58,49,64.12,12.6,24731.71,498,44.26,31074.4,9031.61,0.2906,,
Qatar,Accessories,15.63,0.08,3.83,60.98,1.13,18.03,57,88.46,7.3,23628.86,697,12.43,10895.11,2229.85,0.2047,7651,
Qatar,Accessories,25.98,0.06,3.52,99.59,1.08,21.26,59,,6.7,24149.45,762,19.8,19800.19,4713.66,0.2381,3970,0.4974637
UAE,Apparel,132.72,0.42,3.53,94.28,0.91,113.9,22,85.17,10.3,20936.33,464,87.52,61581.26,20972.64,0.3406,,0.185482059
UAE,Apparel,127.05,0.15,4.63,63.73,1.11,109.45,49,70.67,2.5,16013.89,542,91.24,68859.45,19406.31,0.2818,,0.917339217
Qatar,Apparel,60.64,0.1,3.22,92.53,0.99,72.64,49,78.2,2,5283.51,564,41.41,34201.74,10849.2,0.3172,5113,
UAE,Shoes,78.2,0.48,4.33,50,0.99,97.01,53,98.82,13.3,38444.27,487,45.72,38085.42,15818.22,0.4153,5267,
Saudi Arabia,Shoes,107.74,0.1,4.38,67.38,0.79,84.89,41,76.98,2.6,1641.29,359,67.17,38678.59,14564.14,0.3765,7232,0.182835232
Oman,Accessories,11.44,0.47,3.31,24.76,1.16,13.6,34,81.27,4.4,16415.96,593,8.53,6781.81,1725.07,0.2544,,
Saudi Arabia,Apparel,32.31,0.12,4.07,94.61,0.77,26.57,13,97.07,1.5,49920.72,431,22.74,13927.03,4124.66,0.2962,,0.427060891
Qatar,Apparel,81.06,0.29,4.78,37.67,0.73,71.86,34,66.83,3,29291.64,409,51.18,33153.5,12222.85,0.3687,,
Qatar,Apparel,108.43,0.3,3.31,69.46,1.05,129.49,60,85.28,11,28971.63,513,71.22,55623.95,19087.83,0.3432,,0.933439761
Saudi Arabia,Shoes,79.09,0.43,3.77,89.91,1.22,87.83,34,66.38,8.8,28735.45,486,54.57,38437.57,11917.2,0.31,,
Saudi Arabia,Apparel,92.14,0.45,4.1,48.51,0.85,82.89,62,90.26,2.7,19759.87,477,62.97,43952.57,13918.11,0.3167,8825,
Bahrain,Accessories,88.68,0.42,3.39,91.8,1.13,78.35,51,89.83,11.3,43400,681,67.21,60394.21,14622.88,0.2421,3012,0.95965169
Oman,Apparel,132.33,0.49,3.68,67.66,1.22,112.08,33,89.36,2.2,20312.9,458,82.82,60609.27,22677.63,0.3742,3362,0.222858037
Bahrain,Shoes,123.03,0.42,3.19,93.2,0.75,149.97,15,72.32,8.2,12987.22,303,78.71,37277.35,13427.32,0.3602,8890,
Kuwait,Accessories,68.65,0.38,3.14,33.62,1,59.69,24,73.91,3.2,45003.86,485,48.92,33296.28,9569.34,0.2874,,
